folio,area,expr,expp,expc,cod_comuna
435000101,1,59,68,66,6101
435000201,1,58,67,65,6101
435000301,1,123,67,66,6101
435000401,1,68,67,66,6101
435000701,1,79,67,66,6101
435000801,1,58,67,66,6101
435010101,1,194,124,125,5804
435010201,1,119,124,125,5804
435010401,1,97,124,126,5804
435010501,1,120,124,125,5804
435010601,1,153,125,125,5804
435010701,1,240,125,125,5804
435010801,1,116,124,125,5804
435030101,2,161,245,166,9120
435030201,2,145,245,166,9120
435030301,2,158,245,165,9120
435030401,2,159,245,165,9120
435030501,2,135,245,166,9120
435030601,2,202,245,166,9120
435030701,2,225,244,166,9120
435030901,2,235,245,166,9120
435031001,2,220,245,166,9120
435090201,1,44,53,55,6310
435090401,1,56,52,55,6310
435090501,1,45,52,55,6310
435090502,1,40,52,55,6310
435090601,1,76,52,56,6310
435090701,1,44,53,56,6310
435090801,1,34,52,55,6310
435100101,1,49,57,52,7104
435100201,1,88,57,52,7104
435100301,1,64,57,52,7104
435100401,1,35,57,51,7104
435100501,1,76,57,52,7104
435100601,1,60,57,52,7104
435100801,1,47,57,52,7104
435110201,2,105,85,86,13401
435110301,2,66,85,86,13401
435110501,2,101,85,86,13401
435110601,2,72,85,86,13401
435110701,2,73,85,86,13401
435130101,1,151,88,71,7405
435130201,1,94,87,71,7405
435130301,1,169,88,71,7405
435130401,1,75,88,71,7405
435130501,1,101,87,72,7405
435130801,1,113,88,71,7405
435150101,1,96,98,101,8102
435150201,1,81,99,100,8102
435150301,1,97,99,101,8102
435150401,1,70,99,101,8102
435150501,1,122,99,101,8102
435150601,1,101,98,101,8102
435150701,1,105,99,101,8102
435150801,1,190,98,101,8102
435200101,1,135,105,103,5109
435200301,1,99,105,103,5109
435200401,1,87,105,103,5109
435200601,1,101,105,103,5109
435200701,1,196,105,103,5109
435200801,1,72,105,103,5109
435270101,1,51,31,31,15101
435270201,1,31,31,31,15101
435270301,1,18,31,31,15101
435270401,1,26,31,31,15101
435270501,1,34,31,31,15101
435270601,1,44,31,31,15101
435271101,1,34,31,31,15101
435271201,1,23,31,31,15101
435300101,1,125,92,89,4102
435300201,1,91,92,89,4102
435300301,1,65,92,90,4102
435300401,1,78,92,89,4102
435300501,1,144,92,89,4102
435300601,1,131,92,89,4102
435300701,1,132,92,89,4102
435310301,1,97,98,100,8101
435310601,1,97,97,99,8101
435310701,1,142,98,100,8101
435330201,1,37,41,40,14101
435330401,1,35,41,40,14101
435330501,1,42,41,40,14101
435330801,1,49,41,40,14101
435410201,1,348,202,196,4102
435410301,1,245,202,196,4102
435410501,1,178,202,196,4102
435410701,1,241,203,196,4102
435410801,1,218,202,196,4102
435410901,1,174,202,196,4102
435411001,1,404,202,196,4102
435440101,1,64,63,71,10102
435440201,1,54,63,71,10102
435440301,1,106,63,70,10102
435440501,1,74,63,71,10102
435440601,1,54,63,71,10102
435440701,1,48,63,71,10102
435460101,1,205,202,157,13120
435460201,1,155,202,157,13120
435460301,1,175,202,157,13120
435460501,1,175,201,157,13120
435460701,1,172,202,157,13120
435460801,1,170,201,157,13120
435480301,2,27,31,27,12104
435480401,2,18,32,27,12104
435480501,2,20,31,28,12104
435480601,2,21,32,27,12104
435480801,2,26,32,27,12104
435480901,2,17,32,27,12104
435481001,2,37,32,28,12104
435481301,2,19,32,27,12104
435481401,2,37,31,27,12104
435500101,1,63,93,92,5601
435500201,1,70,92,91,5601
435500301,1,83,93,91,5601
435500401,1,81,92,91,5601
435500601,1,85,93,91,5601
435500701,1,97,93,91,5601
435500801,1,96,93,91,5601
435510101,1,60,64,64,2101
435510401,1,44,64,64,2101
435510501,1,84,64,65,2101
435510601,1,114,63,64,2101
435510701,1,52,64,65,2101
435510801,1,56,64,64,2101
435550201,1,75,69,65,8301
435550301,1,52,69,64,8301
435550401,1,64,69,65,8301
435550601,1,131,69,65,8301
435550701,1,100,69,65,8301
435550801,1,53,69,65,8301
435560101,1,87,86,84,5109
435560201,1,92,85,85,5109
435560301,1,103,85,85,5109
435560401,1,74,85,84,5109
435560501,1,68,86,85,5109
435560601,1,87,86,84,5109
435560701,1,51,86,84,5109
435570201,1,62,37,40,14201
435570301,1,38,37,39,14201
435570401,1,32,37,39,14201
435570501,1,47,37,39,14201
435570601,1,39,37,39,14201
435570701,1,41,38,39,14201
435600201,1,115,123,120,5109
435600301,1,98,122,121,5109
435620501,1,132,159,167,4101
435630101,1,49,60,59,10101
435630201,1,82,60,59,10101
435630301,1,51,60,59,10101
435630401,1,61,60,59,10101
435630501,1,66,60,60,10101
435630601,1,82,60,60,10101
435690101,1,34,55,50,12201
435690201,1,33,54,51,12201
435690301,1,54,55,50,12201
435690401,1,71,54,51,12201
435690501,1,39,54,51,12201
435690601,1,26,54,51,12201
435690701,1,30,54,51,12201
435690801,1,33,54,51,12201
435690901,1,40,55,50,12201
435691001,1,36,55,50,12201
435691201,1,27,54,51,12201
435740101,1,40,37,34,1107
435740201,1,26,37,34,1107
435740301,1,26,37,34,1107
435740401,1,48,37,34,1107
435740501,1,29,37,35,1107
435740601,1,35,37,34,1107
435740701,1,40,37,35,1107
435740801,1,38,37,34,1107
435740901,1,42,37,34,1107
435741001,1,38,37,35,1107
435741201,1,66,37,34,1107
435810101,2,70,113,131,7402
435810301,2,66,113,131,7402
435810401,2,63,113,131,7402
435810501,2,77,113,131,7402
435810601,2,69,113,131,7402
435810701,2,60,113,131,7402
435810801,2,66,113,131,7402
435810901,2,86,113,131,7402
435820101,2,98,123,111,9112
435820301,2,87,123,111,9112
435820401,2,71,124,111,9112
435820501,2,123,124,111,9112
435820601,2,96,124,111,9112
435820701,2,59,124,111,9112
435820801,2,101,123,111,9112
435821001,2,158,124,111,9112
435840401,2,37,72,70,3101
435840501,2,67,72,71,3101
435841101,2,31,71,70,3101
435841301,2,31,72,71,3101
435841401,2,35,71,70,3101
435841601,2,35,71,70,3101
435850101,2,46,67,89,9111
435850201,2,27,68,89,9111
435850301,2,96,68,88,9111
435850401,2,54,67,89,9111
435850501,2,43,67,89,9111
435850601,2,67,68,89,9111
435850901,2,38,68,89,9111
435851001,2,38,67,89,9111
435860801,1,122,104,106,8101
435870101,1,37,38,38,7304
435870201,1,43,38,39,7304
435870301,1,36,38,38,7304
435870401,1,39,37,38,7304
435870501,1,48,38,38,7304
435870601,1,36,38,39,7304
435870701,1,40,38,38,7304
435870801,1,38,38,38,7304
435880101,1,66,80,92,7402
435880201,1,62,80,93,7402
435880301,1,73,80,93,7402
435880701,1,104,80,93,7402
435880801,1,62,80,93,7402
435930101,1,49,62,64,8202
435930201,1,63,62,65,8202
435930301,1,62,61,65,8202
435930501,1,65,62,65,8202
435930601,1,107,62,65,8202
435930801,1,78,62,65,8202
435940101,1,43,45,45,7108
435940201,1,50,45,44,7108
435940301,1,37,45,44,7108
435940401,1,52,45,44,7108
435940501,1,34,45,44,7108
435940502,1,28,45,44,7108
435940601,1,38,45,44,7108
435940701,1,40,45,44,7108
435940801,1,38,45,44,7108
435980201,1,369,209,179,13130
435980501,1,215,209,178,13130
436020201,1,131,107,108,5804
436020701,1,93,107,109,5804
436150101,1,205,205,197,13119
436150201,1,284,206,196,13119
436150301,1,175,206,196,13119
436150401,1,202,206,197,13119
436150701,1,215,205,196,13119
436160201,1,55,60,65,9101
436160501,1,53,60,66,9101
436160601,1,67,59,66,9101
436170101,1,34,35,38,14106
436170201,1,29,35,37,14106
436170301,1,37,35,38,14106
436170401,1,30,35,37,14106
436170501,1,27,35,38,14106
436170601,1,43,36,37,14106
436170701,1,50,35,38,14106
436170801,1,51,35,38,14106
436220101,1,23,25,27,1101
436220201,1,23,25,26,1101
436220301,1,34,25,26,1101
436220401,1,25,25,26,1101
436220501,1,26,25,26,1101
436220601,1,17,25,26,1101
436220801,1,35,25,27,1101
436220901,1,19,26,27,1101
436221101,1,26,25,27,1101
436260201,1,251,251,258,13122
436260301,1,272,251,258,13122
436260401,1,187,252,258,13122
436260701,1,257,252,258,13122
436260801,1,243,251,259,13122
436270101,1,86,62,55,9112
436270201,1,78,61,55,9112
436270301,1,80,61,55,9112
436270501,1,71,61,55,9112
436270601,1,72,61,55,9112
436270701,1,61,61,55,9112
436270801,1,62,61,55,9112
436280101,1,169,166,163,5109
436280201,1,143,166,163,5109
436280401,1,155,165,163,5109
436280701,1,156,166,163,5109
436300401,1,71,75,81,7301
436300501,1,82,76,82,7301
436300601,1,77,75,81,7301
436320101,1,151,169,144,13113
436320201,1,157,168,144,13113
436320301,1,157,168,144,13113
436320401,1,121,168,144,13113
436320701,1,130,168,144,13113
436320801,1,137,168,144,13113
436350301,1,44,72,67,1107
436360401,1,112,93,100,7109
436360501,1,80,92,100,7109
436360801,1,109,92,101,7109
436370101,1,24,30,30,15101
436370201,1,19,30,30,15101
436370301,1,18,30,30,15101
436370401,1,56,30,30,15101
436370601,1,25,29,30,15101
436370701,1,35,30,30,15101
436370901,1,51,29,30,15101
436371001,1,39,29,30,15101
436371201,1,22,30,30,15101
436400101,2,59,88,83,7308
436400201,2,107,89,84,7308
436400301,2,79,89,84,7308
436400401,2,67,89,83,7308
436400501,2,85,89,83,7308
436400601,2,53,89,83,7308
436400701,2,66,88,83,7308
436400801,2,59,89,84,7308
436400901,2,62,89,83,7308
436401001,2,69,89,84,7308
436410101,1,267,217,207,13110
436410201,1,223,217,207,13110
436410301,1,182,217,207,13110
436410601,1,170,217,207,13110
436410701,1,160,217,207,13110
436410801,1,351,218,207,13110
436430101,2,86,124,125,4204
436430201,2,90,125,125,4204
436430301,2,67,124,125,4204
436430401,2,85,124,125,4204
436430501,2,139,125,125,4204
436430601,2,91,124,125,4204
436430701,2,83,124,125,4204
436430801,2,111,124,125,4204
436450101,1,78,57,57,14101
436450201,1,54,58,56,14101
436450401,1,42,57,57,14101
436450501,1,67,57,57,14101
436450601,1,76,58,56,14101
436450701,1,47,57,56,14101
436450801,1,54,57,57,14101
436460101,1,83,84,80,8112
436460201,1,60,84,80,8112
436460301,1,84,84,80,8112
436460401,1,105,84,80,8112
436460601,1,83,84,80,8112
436500201,1,144,178,180,13114
436500301,1,176,178,180,13114
436500401,1,213,178,180,13114
436500501,1,154,178,179,13114
436500601,1,194,178,179,13114
436500701,1,147,178,180,13114
436500801,1,113,178,179,13114
436520101,1,76,99,96,4102
436520201,1,108,99,96,4102
436520301,1,82,99,96,4102
436520401,1,97,99,96,4102
436520402,1,144,99,96,4102
436520501,1,99,99,96,4102
436520601,1,116,99,96,4102
436520701,1,107,99,96,4102
436520801,1,77,99,96,4102
436530101,2,105,109,102,4303
436530201,2,77,109,102,4303
436530301,2,81,108,101,4303
436530401,2,87,108,102,4303
436530601,2,75,108,102,4303
436530701,2,82,109,102,4303
436530801,2,80,109,101,4303
436530901,2,70,109,102,4303
436570201,1,67,83,91,9202
436570601,1,63,82,91,9202
436570701,1,69,83,92,9202
436570801,1,56,83,91,9202
436590201,2,48,61,63,16301
436590401,2,39,62,63,16301
436590501,2,50,62,63,16301
436590601,2,46,62,63,16301
436590701,2,41,61,63,16301
436590801,2,44,61,63,16301
436590901,2,53,62,63,16301
436591001,2,37,62,63,16301
436640101,1,63,61,57,8301
436640201,1,89,61,58,8301
436640401,1,71,61,57,8301
436640501,1,70,61,57,8301
436640601,1,58,60,57,8301
436640701,1,83,60,57,8301
436640801,1,63,61,57,8301
436650101,1,55,56,59,6110
436650301,1,52,55,59,6110
436650401,1,53,55,59,6110
436650501,1,52,55,59,6110
436650701,1,51,56,59,6110
436670101,1,57,66,76,8105
436670201,1,67,66,75,8105
436670301,1,71,66,75,8105
436670401,1,64,66,76,8105
436670501,1,72,66,75,8105
436670601,1,49,65,76,8105
436670701,1,64,66,76,8105
436670801,1,56,66,76,8105
436680101,1,84,64,71,8111
436680301,1,51,64,71,8111
436680401,1,60,64,71,8111
436680501,1,46,63,71,8111
436680601,1,64,64,72,8111
436680701,1,45,64,71,8111
436680801,1,53,64,71,8111
436710101,1,43,45,49,9101
436710201,1,48,46,50,9101
436710301,1,47,45,50,9101
436710401,1,43,45,50,9101
436710501,1,56,45,50,9101
436710701,1,44,45,50,9101
436710801,1,68,45,50,9101
436730101,1,195,233,182,13120
436730201,1,160,233,181,13120
436730401,1,226,233,181,13120
436730601,1,179,233,181,13120
436730701,1,344,234,181,13120
436730801,1,183,233,181,13120
436750101,1,142,102,103,5501
436750201,1,89,102,103,5501
436750301,1,107,102,102,5501
436750401,1,173,102,103,5501
436750501,1,178,102,102,5501
436750801,1,130,102,102,5501
436770101,1,48,38,37,3301
436770201,1,41,38,36,3301
436770301,1,41,37,36,3301
436770501,1,25,37,37,3301
436770601,1,38,38,36,3301
436770701,1,40,38,36,3301
436770801,1,47,38,36,3301
436771001,1,39,37,36,3301
436850101,1,32,51,49,16101
436850201,1,36,51,49,16101
436850301,1,41,51,49,16101
436850401,1,50,51,50,16101
436850501,1,46,50,50,16101
436850601,1,43,51,50,16101
436850701,1,63,50,50,16101
436850801,1,77,51,50,16101
436890101,1,43,35,37,14201
436890201,1,49,35,37,14201
436890301,1,44,35,37,14201
436890401,1,31,35,37,14201
436890601,1,40,35,37,14201
436890701,1,31,35,37,14201
436890801,1,39,35,37,14201
436910201,1,145,101,111,9101
436950101,1,86,76,75,14102
436950201,1,87,76,74,14102
436950301,1,54,75,75,14102
436950401,1,80,76,75,14102
436950501,1,146,76,74,14102
436950601,1,86,76,75,14102
436950701,1,76,76,75,14102
436960201,1,76,55,54,2201
436960601,1,59,56,55,2201
436960701,1,54,55,54,2201
436960801,1,35,55,54,2201
436990101,1,27,37,38,12101
436990201,1,26,37,37,12101
436990401,1,40,37,37,12101
436991101,1,27,37,37,12101
436991201,1,32,37,38,12101
437000101,1,51,49,48,16101
437000201,1,42,50,48,16101
437000401,1,82,50,48,16101
437000501,1,43,49,48,16101
437000601,1,46,49,48,16101
437000801,1,58,49,47,16101
437050101,1,120,106,106,5804
437050201,1,82,106,107,5804
437050601,1,95,105,106,5804
437050801,1,95,105,106,5804
437080401,1,62,67,73,9202
437080601,1,59,66,74,9202
437080701,1,64,66,73,9202
437090101,1,43,39,41,14201
437090201,1,69,39,41,14201
437090301,1,32,39,41,14201
437090501,1,40,38,41,14201
437090601,1,47,38,40,14201
437090701,1,35,39,41,14201
437090801,1,32,39,41,14201
437120201,1,161,159,157,13201
437120301,1,121,159,157,13201
437120401,1,129,159,158,13201
437120601,1,189,160,158,13201
437120602,1,262,159,158,13201
437120701,1,165,160,157,13201
437120801,1,179,159,157,13201
437140201,1,40,58,59,2101
437140301,1,66,58,59,2101
437140401,1,36,58,59,2101
437140501,1,52,58,59,2101
437140601,1,81,58,58,2101
437140701,1,76,57,58,2101
437140801,1,63,58,59,2101
437150301,1,155,96,95,10101
437150401,1,92,96,95,10101
437150501,1,118,96,95,10101
437150601,1,105,96,95,10101
437150701,1,161,96,95,10101
437150801,1,71,96,95,10101
437180201,1,75,55,55,2101
437180301,1,46,54,55,2101
437180401,1,47,55,55,2101
437180501,1,49,55,55,2101
437180502,1,44,55,55,2101
437180601,1,61,55,55,2101
437180701,1,44,55,55,2101
437260101,2,14,28,28,8102
437260201,2,19,27,28,8102
437260301,2,30,27,28,8102
437260401,2,19,28,28,8102
437260501,2,21,28,28,8102
437260601,2,24,27,28,8102
437260701,2,14,27,29,8102
437260801,2,14,27,28,8102
437260901,2,18,28,28,8102
437261001,2,17,27,29,8102
437300101,1,84,117,112,13110
437300102,1,97,118,112,13110
437300201,1,163,117,112,13110
437300301,1,118,118,112,13110
437300401,1,163,117,112,13110
437300501,1,126,118,112,13110
437300601,1,116,118,112,13110
437300701,1,126,117,113,13110
437300801,1,109,118,112,13110
437310101,2,23,37,35,8204
437310201,2,25,37,35,8204
437310301,2,22,37,35,8204
437310401,2,20,37,34,8204
437310501,2,27,37,34,8204
437310601,2,20,37,35,8204
437311001,2,21,37,35,8204
437320101,1,57,61,65,16103
437320301,1,61,61,65,16103
437320401,1,76,62,65,16103
437320501,1,64,62,66,16103
437320601,1,54,61,66,16103
437340101,1,222,249,246,13201
437340201,1,176,248,246,13201
437340301,1,313,249,246,13201
437340501,1,251,249,246,13201
437340601,1,206,249,246,13201
437340701,1,240,248,246,13201
437340801,1,365,248,246,13201
437360201,1,220,225,250,13106
437360301,1,276,226,250,13106
437360401,1,422,226,251,13106
437360501,1,210,225,250,13106
437460101,1,50,60,60,6101
437460201,1,88,61,60,6101
437460301,1,38,61,60,6101
437460501,1,49,61,60,6101
437460601,1,69,61,60,6101
437460701,1,58,61,59,6101
437500601,1,62,33,35,1101
437500701,1,29,34,35,1101
437500901,1,36,34,36,1101
437501101,1,33,33,35,1101
437510201,1,31,28,27,12101
437510401,1,27,27,28,12101
437510701,1,31,27,28,12101
437510901,1,29,27,28,12101
437511101,1,29,27,27,12101
437511201,1,26,27,28,12101
437520201,1,67,86,99,10201
437520301,1,66,85,99,10201
437520401,1,75,86,99,10201
437520501,1,159,85,99,10201
437520601,1,129,85,99,10201
437520701,1,127,85,99,10201
437520801,1,68,86,99,10201
437530101,1,102,93,104,8111
437530301,1,122,93,103,8111
437530401,1,113,93,104,8111
437530501,1,102,93,104,8111
437530601,1,80,93,104,8111
437530701,1,88,93,104,8111
437530801,1,79,93,104,8111
437550101,1,116,111,110,5801
437550201,1,143,112,110,5801
437550301,1,111,111,110,5801
437550401,1,125,111,110,5801
437550501,1,155,112,111,5801
437550601,1,71,112,111,5801
437550701,1,98,112,111,5801
437550801,1,209,111,111,5801
437560201,2,73,124,136,9101
437560301,2,61,124,136,9101
437560401,2,104,124,136,9101
437560501,2,92,123,136,9101
437560601,2,108,124,137,9101
437560701,2,115,123,136,9101
437560801,2,51,123,136,9101
437560901,2,51,123,137,9101
437561001,2,95,124,136,9101
437590401,1,181,171,191,13301
437590501,1,183,171,190,13301
437590601,1,121,171,191,13301
437590701,1,118,171,190,13301
437590801,1,217,171,190,13301
437610101,2,22,28,25,6111
437610201,2,36,28,25,6111
437610301,2,23,28,25,6111
437610401,2,19,28,24,6111
437610501,2,24,28,24,6111
437610601,2,26,28,25,6111
437610701,2,28,28,25,6111
437610801,2,23,28,24,6111
437610901,2,25,28,24,6111
437611001,2,26,28,24,6111
437660201,1,78,85,85,5804
437660301,1,158,85,86,5804
437660501,1,89,85,86,5804
437660601,1,81,85,86,5804
437660801,1,71,85,86,5804
437690101,1,129,77,63,7405
437690301,1,115,78,63,7405
437690401,1,77,78,62,7405
437690501,1,77,78,62,7405
437690601,1,68,77,63,7405
437690701,1,115,77,63,7405
437700101,1,99,72,72,10101
437700201,1,70,72,71,10101
437700301,1,81,72,71,10101
437700401,1,78,72,72,10101
437700501,1,74,72,71,10101
437700701,1,61,72,72,10101
437700801,1,63,72,71,10101
437770101,1,244,185,182,13201
437770301,1,129,184,182,13201
437770601,1,162,184,182,13201
437770701,1,193,184,183,13201
437770801,1,168,184,183,13201
437780201,2,47,58,51,14204
437780301,2,35,57,51,14204
437780501,2,48,58,51,14204
437780801,2,36,57,51,14204
437780901,2,44,58,50,14204
437800101,1,76,72,71,5101
437800301,1,63,72,71,5101
437800401,1,75,72,70,5101
437800501,1,60,72,70,5101
437800701,1,60,72,71,5101
437800801,1,65,72,70,5101
437810201,1,39,39,38,16101
437810301,1,32,39,38,16101
437810401,1,28,39,38,16101
437810501,1,38,39,38,16101
437810601,1,39,39,38,16101
437810701,1,37,39,38,16101
437810801,1,34,39,38,16101
437820101,1,129,74,76,8102
437820301,1,75,74,76,8102
437820401,1,96,75,76,8102
437820501,1,61,74,76,8102
437820601,1,107,74,76,8102
437820701,1,79,75,76,8102
437820801,1,93,75,76,8102
437890101,1,165,148,139,8301
437890301,1,210,148,139,8301
437890401,1,163,148,138,8301
437890501,1,178,148,138,8301
437890601,1,127,148,139,8301
437890701,1,122,147,139,8301
437890801,1,266,148,138,8301
437930101,1,56,64,70,9101
437930201,1,53,64,70,9101
437930301,1,66,64,70,9101
437930501,1,92,64,70,9101
437930701,1,64,64,70,9101
437930801,1,67,64,70,9101
437960101,1,31,29,30,15101
437960301,1,21,30,30,15101
437960401,1,15,30,30,15101
437960501,1,31,30,29,15101
437960601,1,27,30,30,15101
437960701,1,22,29,30,15101
437960901,1,34,30,30,15101
437961101,1,14,30,30,15101
437961201,1,29,30,30,15101
438000101,1,53,54,52,2301
438000301,1,45,54,51,2301
438000401,1,58,54,52,2301
438000601,1,49,55,52,2301
438000701,1,51,54,51,2301
438000801,1,49,55,51,2301
438040301,1,57,63,56,4302
438040401,1,39,63,56,4302
438040501,1,61,63,57,4302
438040601,1,86,63,57,4302
438040701,1,46,62,57,4302
438040801,1,71,62,57,4302
438090101,1,27,27,28,1101
438090201,1,24,27,28,1101
438090301,1,42,27,29,1101
438090401,1,31,27,28,1101
438090701,1,30,27,29,1101
438090801,1,24,27,29,1101
438090901,1,33,27,29,1101
438091001,1,34,27,28,1101
438091201,1,19,27,28,1101
438091202,1,21,27,28,1101
438110101,1,118,66,56,2104
438110201,1,55,65,57,2104
438110401,1,61,66,57,2104
438110501,1,86,65,56,2104
438110601,1,60,65,56,2104
438110701,1,64,65,57,2104
438110801,1,69,66,57,2104
438180301,1,363,311,305,5109
438180401,1,241,310,305,5109
438180601,1,313,311,305,5109
438180701,1,390,311,305,5109
438180801,1,405,311,305,5109
438200201,1,328,334,395,13101
438200301,1,347,335,395,13101
438250101,1,63,59,61,16301
438250201,1,54,60,62,16301
438250301,1,46,60,61,16301
438250401,1,77,60,61,16301
438250501,1,65,60,61,16301
438250601,1,53,59,61,16301
438250801,1,56,60,61,16301
438260101,1,82,70,72,8102
438260201,1,97,70,72,8102
438260301,1,69,70,71,8102
438260401,1,75,70,72,8102
438260601,1,114,70,72,8102
438260701,1,65,70,72,8102
438270101,2,45,61,71,16104
438270201,2,59,61,71,16104
438270501,2,64,61,71,16104
438270601,2,55,61,70,16104
438290101,1,25,26,28,1101
438290201,1,21,26,28,1101
438290301,1,18,27,27,1101
438290401,1,42,26,27,1101
438290501,1,15,26,27,1101
438290601,1,23,26,28,1101
438290701,1,23,26,27,1101
438290801,1,56,26,27,1101
438290901,1,42,27,27,1101
438291001,1,47,26,28,1101
438291101,1,22,26,27,1101
438291201,1,27,27,28,1101
438300101,2,70,118,124,9102
438300201,2,63,118,124,9102
438300301,2,92,118,124,9102
438300401,2,73,118,124,9102
438300501,2,88,118,124,9102
438300701,2,73,118,124,9102
438300801,2,86,118,124,9102
438300901,2,73,118,124,9102
438350101,1,84,79,78,5109
438350201,1,63,80,78,5109
438350301,1,64,80,78,5109
438350401,1,69,80,78,5109
438350501,1,85,80,78,5109
438350601,1,87,79,78,5109
438350701,1,63,79,78,5109
438370201,2,54,103,119,13203
438370202,2,175,102,119,13203
438370301,2,83,103,118,13203
438370701,2,97,103,118,13203
438370901,2,72,103,118,13203
438390101,1,59,66,60,9112
438390201,1,80,66,60,9112
438390301,1,64,66,59,9112
438390401,1,75,66,60,9112
438390501,1,73,66,59,9112
438390601,1,122,66,59,9112
438390701,1,83,66,59,9112
438390801,1,61,66,59,9112
438410101,2,77,100,105,4101
438410201,2,73,100,105,4101
438410301,2,67,100,105,4101
438410401,2,77,101,105,4101
438410501,2,123,100,105,4101
438410601,2,54,100,106,4101
438410701,2,90,100,106,4101
438410801,2,73,100,105,4101
438410901,2,95,101,105,4101
438411001,2,65,100,105,4101
438480201,1,51,49,46,8301
438480301,1,74,49,46,8301
438480501,1,38,49,46,8301
438480601,1,48,49,46,8301
438480701,1,48,49,46,8301
438480801,1,43,49,46,8301
438500101,1,50,60,66,8306
438500201,1,62,60,66,8306
438500301,1,64,60,66,8306
438500801,1,91,60,66,8306
438550301,1,109,80,88,9101
438550501,1,93,80,88,9101
438550601,1,90,80,89,9101
438550701,1,98,80,88,9101
438550801,1,135,80,88,9101
438560101,2,2,4,5,3102
438560301,2,2,5,5,3102
438560401,2,2,5,5,3102
438560801,2,5,5,5,3102
438580101,1,98,83,82,7406
438580301,1,83,83,82,7406
438580401,1,87,83,82,7406
438580501,1,81,84,82,7406
438580601,1,86,83,82,7406
438590201,1,190,199,196,13201
438590301,1,162,199,197,13201
438590401,1,180,198,197,13201
438590501,1,151,199,196,13201
438590601,1,182,199,197,13201
438590701,1,258,199,197,13201
438590801,1,132,199,196,13201
438630101,2,78,146,137,8301
438630201,2,101,146,137,8301
438630301,2,104,145,137,8301
438630401,2,71,146,137,8301
438630601,2,100,146,137,8301
438630701,2,105,146,137,8301
438630801,2,84,146,137,8301
438630901,2,106,146,137,8301
438631001,2,97,146,137,8301
438660101,1,99,97,95,5109
438660201,1,66,97,95,5109
438660401,1,169,97,95,5109
438660501,1,68,97,95,5109
438660601,1,84,96,95,5109
438660701,1,90,97,95,5109
438660801,1,91,96,95,5109
438720201,1,162,148,150,13401
438720401,1,99,147,149,13401
438720501,1,102,148,149,13401
438720601,1,199,147,149,13401
438720701,1,110,147,149,13401
438720801,1,136,147,149,13401
438730301,2,268,218,215,14101
438730401,2,155,218,214,14101
438730501,2,239,218,215,14101
438730601,2,326,218,214,14101
438730701,2,182,219,214,14101
438730801,2,143,218,215,14101
438730901,2,93,219,214,14101
438731001,2,142,219,214,14101
438790201,1,29,27,27,15101
438790301,1,33,28,27,15101
438790501,1,17,28,27,15101
438790601,1,28,27,28,15101
438790701,1,34,28,27,15101
438790801,1,38,27,27,15101
438790901,1,21,28,27,15101
438791001,1,25,27,27,15101
438791101,1,29,27,27,15101
438791201,1,29,28,28,15101
438820101,1,61,66,65,10101
438820201,1,65,65,65,10101
438820301,1,115,65,65,10101
438820501,1,99,66,65,10101
438820601,1,82,66,65,10101
438820701,1,70,66,65,10101
438820801,1,104,65,65,10101
438860101,2,38,46,45,10207
438860201,2,27,46,45,10207
438860301,2,44,46,45,10207
438860401,2,29,45,45,10207
438860501,2,32,46,45,10207
438860601,2,27,46,45,10207
438860701,2,68,46,45,10207
438860901,2,29,46,45,10207
438861001,2,57,46,45,10207
438880101,1,77,57,56,14101
438880201,1,68,57,55,14101
438880401,1,91,57,56,14101
438880501,1,78,57,55,14101
438880601,1,61,57,56,14101
438880801,1,46,56,56,14101
438930101,1,112,96,90,6301
438930401,1,80,96,90,6301
438930501,1,80,97,89,6301
438930801,1,112,96,90,6301
439010201,1,109,77,79,8102
439010301,1,121,77,79,8102
439010401,1,163,77,79,8102
439010501,1,105,77,79,8102
439010601,1,75,77,79,8102
439010801,1,77,77,79,8102
439030301,1,43,41,42,12101
439030501,1,55,41,41,12101
439030601,1,59,41,41,12101
439030701,1,29,41,41,12101
439030801,1,22,41,41,12101
439031101,1,31,42,41,12101
439110201,2,25,41,41,5801
439110301,2,23,41,40,5801
439110401,2,21,42,41,5801
439110501,2,27,41,41,5801
439110601,2,21,41,41,5801
439110701,2,20,41,40,5801
439110801,2,27,41,41,5801
439110901,2,21,41,41,5801
439111001,2,17,42,41,5801
439120101,1,57,62,67,7301
439120201,1,79,63,68,7301
439120301,1,53,62,68,7301
439120401,1,81,62,68,7301
439120601,1,69,62,68,7301
439120701,1,59,63,67,7301
439120801,1,47,63,68,7301
439210101,2,84,124,113,10202
439210201,2,100,123,113,10202
439210301,2,107,123,112,10202
439210401,2,73,123,112,10202
439210501,2,89,124,113,10202
439210601,2,70,123,113,10202
439210701,2,75,123,113,10202
439210901,2,70,124,113,10202
439320101,1,88,85,84,6101
439320201,1,63,86,84,6101
439320601,1,83,85,84,6101
439320701,1,132,86,84,6101
439330201,1,40,24,23,15101
439330202,1,23,24,23,15101
439330301,1,28,24,24,15101
439330302,1,39,23,23,15101
439330401,1,26,24,24,15101
439330501,1,30,23,24,15101
439330601,1,16,23,24,15101
439330602,1,31,24,23,15101
439330603,1,19,24,24,15101
439330701,1,22,24,24,15101
439330801,1,19,24,24,15101
439330901,1,29,24,24,15101
